"","cct","Esp","Mat","NEsp","NMat","PromedioGeneral"
"6749","11ETV0311D",445.438688949558,487.102904090943,164,164,466.270796520251
"6750","11ETV0366G",446.48532200566,627.127304868345,41,41,536.806313437002
"6751","11ETV0382Y",604.20724593874,702.352151416597,48,48,653.279698677669
"6752","11ETV0455Z",502.380163345819,545.494788817,143,143,523.937476081409
"6753","11ETV0471R",422.021357937324,450.171044487837,90,90,436.09620121258
"6754","11ETV0530Q",453.135669310326,539.168289291161,120,120,496.151979300744
"6755","11ETV0551C",454.707486908267,507.794711570354,71,71,481.251099239311
"6756","11ETV0624E",473.441344364106,526.82274965256,119,119,500.132047008333
"6757","11ETV0625D",464.834097552327,474.407741628495,111,111,469.620919590411
"6758","11ETV0626C",489.236449771457,545.210060543484,68,68,517.22325515747
"6759","11ETV0805O",494.634668663065,563.602319945482,111,111,529.118494304274
"6760","11ETV0808L",426.879948547704,466.238920286253,79,79,446.559434416978
"6761","11ETV0886P",509.444618635937,476.191232527997,161,161,492.817925581967
"6762","11ETV0887O",426.671530575222,498.422810914781,43,43,462.547170745001
"6763","11ETV0944P",489.763032156193,519.444183381695,92,92,504.603607768944
"6764","11ETV0945O",409.860054090288,473.689024840461,67,67,441.774539465374
"6765","11ETV0991Z",469.393089334801,514.65140032087,68,68,492.022244827835
"6766","11ETV0992Z",411.888977628766,470.196144026939,107,107,441.042560827853
"6767","11ETV1037V",455.845432291322,517.983400382523,56,56,486.914416336922
"6768","11ETV1038U",436.412144822807,463.921119170602,50,50,450.166631996704
"6769","11DST0058O",430.891759280562,440.280490347512,423,423,435.586124814037
"6770","11DST0060C",477.817198657796,500.363375436071,1392,1392,489.090287046933
"6771","11DES0013Z",440.705197865828,459.195560341691,1571,1571,449.950379103759
"6772","11DES0105Q",426.746080927002,457.438820178375,164,164,442.092450552689
"6773","11PES0195D",633.525743201927,649.354457007514,52,52,641.44010010472
"6774","11PES0362K",623.517508407116,614.763115365663,65,65,619.14031188639
"6775","11PES0440Y",560.123766072591,676.597087944878,14,14,618.360427008735
"6776","11ETV0215A",479.93574898621,511.340764861765,91,91,495.638256923988
"6777","11ETV0216Z",472.810396664341,509.49619447545,124,124,491.153295569895
"6778","11ETV0217Z",424.052324604404,446.735085765843,64,64,435.393705185124
"6779","11ETV0435M",453.877990206931,488.017897003625,87,87,470.947943605278
"6780","11ETV0484V",453.333218383789,508.220606122698,38,38,480.776912253243
"6781","11ETV0512A",451.138262161289,473.969214517913,125,125,462.553738339601
"6782","11ETV0517W",485.415754614936,534.828359137641,43,43,510.122056876289
"6783","11ETV0570R",439.762099504446,500.827224404081,89,89,470.294661954263
"6784","11ETV0571Q",480.630130125347,616.951115819028,116,116,548.790622972188
"6785","11ETV0572P",438.801660724715,479.815454819623,46,46,459.308557772169
"6786","11ETV0633M",423.228258948535,459.518172385476,55,55,441.373215667006
"6787","11ETV0816U",426.82676689387,450.920099381232,32,32,438.873433137551
"6788","11ETV0817T",440.173684731508,467.391337428949,22,22,453.782511080228
"6789","11ETV0818S",472.189512046385,541.407172331046,22,22,506.798342188716
"6790","11ETV0951Z",403.541021043301,490.342469232292,68,68,446.941745137796
"6791","11ETV0952Y",430.186773681641,450.669576517741,14,14,440.428175099691
"6792","11ETV0953X",499.496875073617,512.440814282601,55,55,505.968844678109
"6793","11ETV0954W",500.504888055483,584.00169968093,52,52,542.253293868206
"6794","11ETV0983R",455.903335456561,483.836495459229,90,90,469.869915457895
"6795","11ETV0997U",468.445737502921,532.142716471354,38,38,500.294226987138
"6796","11ETV0999S",447.058468654525,534.822277974979,59,59,490.940373314752
"6797","11ETV1028N",430.7890966786,462.963871865774,43,43,446.876484272187
"6798","11ETV1040I",366.794245323896,399.705657418777,110,110,383.249951371336
"6799","11ETV1041H",441.164668116494,550.601660519554,37,37,495.883164318024
"6800","11ETV1097J",147.29564638491,161.797172640577,27,27,154.546409512743
"6801","11PES0163L",565.885678216598,601.481154785456,135,135,583.683416501027
"6802","11PES0227F",561.734275718068,559.26142644479,151,151,560.497851081429
"6803","11PES0392E",449.122541978624,471.889462619358,28,28,460.506002298991
"6804","11ETV0081B",485.333961923516,593.72527177085,116,116,539.529616847183
"6805","11ETV0082A",476.711668006857,497.513384040954,64,64,487.112526023906
"6806","11ETV0083Z",458.153514130568,493.102135188263,174,174,475.627824659416
"6807","11ETV0212D",483.194090157968,523.830082912546,99,99,503.512086535257
"6808","11ETV0213C",505.202463966431,538.20727730409,74,74,521.70487063526
"6809","11ETV0214B",465.211123237038,494.992432376594,164,164,480.101777806816
"6810","11ETV0316Z",478.4240311444,503.972329556904,83,83,491.198180350652
"6811","11ETV0434N",485.352459592176,510.499732291574,78,78,497.926095941875
"6812","11ETV0488R",447.548103448872,469.689598390999,278,278,458.618850919935
"6813","11ETV0501V",422.579251955379,454.861189106417,96,96,438.720220530898
"6814","11ETV0537J",447.18983339321,476.397829793674,56,56,461.793831593442
"6815","11ETV0567D",484.095511207514,514.973023865483,120,120,499.534267536499
"6816","11ETV0568C",438.988685386768,465.134122952703,69,69,452.061404169736
"6817","11ETV0569B",455.440666108455,466.799670348505,58,58,461.12016822848
"6818","11ETV0573O",424.913744696938,477.127581724509,85,85,451.020663210724
"6819","11ETV0634L",432.516915501019,463.276521366414,87,87,447.896718433717
"6820","11ETV0635K",466.722052098834,475.663231298934,105,105,471.192641698884
"6821","11ETV0815V",490.145116141896,513.44603058073,85,85,501.795573361313
"6822","11ETV0987N",447.04029744383,455.220653625355,51,51,451.130475534593
"6823","11ETV0996V",462.303038180316,472.873109930533,40,40,467.588074055424
"6824","11ETV1027O",425.112616793906,429.812933601113,100,100,427.462775197509
"6825","11ETV1042G",474.544215364634,507.207708866601,72,72,490.875962115618
"6826","11ETV1043F",464.644815299943,541.506984463587,69,69,503.075899881765
"6827","11ETV1044E",408.402888774031,458.542445187846,59,59,433.472666980938
"6828","11DST0004K",465.953631125707,476.235716817573,1472,1472,471.09467397164
"6829","11DST0016P",474.43543610154,472.940050011768,1063,1063,473.687743056654
"6830","11DST0072H",493.12863943312,506.792986758678,452,452,499.960813095899
"6831","11DES0079I",467.282222302855,487.014133507495,841,841,477.148177905175
"6832","11PES0134Q",552.905770784266,568.961862790974,39,39,560.93381678762
"6833","11ETV0126H",500.494526959848,482.589119215518,70,70,491.541823087683
"6834","11ETV0127G",475.970983083121,494.109527914456,167,167,485.040255498788
"6835","11ETV0221L",436.854966593187,500.691939347486,82,82,468.773452970337
"6836","11ETV0222K",444.654896941008,475.906786708125,85,85,460.280841824567
"6837","11ETV0223J",491.353639817512,625.954365342239,65,65,558.654002579876
"6838","11ETV0224I",466.484059570723,532.256004576406,102,102,499.370032073565
"6839","11ETV0325G",440.615255389877,477.000705265008,73,73,458.807980327442
"6840","11ETV0636J",499.133030994122,615.609428073198,31,31,557.37122953366
"6841","11ETV0637I",442.31193843047,464.565190900451,98,98,453.43856466546
"6842","11ETV0819R",466.874370818989,496.658834797766,52,52,481.766602808378
"6843","11ETV0820G",400.801730861911,471.890423516461,27,27,436.346077189186
"6844","11ETV0988M",381.58740234375,438.619723197741,25,25,410.103562770745
"6845","11ETV1006B",435.584216986762,468.625550908628,51,51,452.104883947695
"6846","11DST0063Z",440.996397091512,457.688267721908,287,287,449.34233240671
"6847","11EES0034L",487.427471251379,514.411703458012,408,408,500.919587354696
"6848","11ETV0148T",488.212701721311,522.683382163259,149,149,505.448041942285
"6849","11ETV0342X",474.944524300869,506.490367519166,68,68,490.717445910017
"6850","11ETV0343W",454.995305294461,506.526445685493,74,74,480.760875489977
"6851","11ETV0344V",574.85901734879,657.379521929036,185,185,616.119269638913
"6852","11ETV0415Z",550.786500666692,649.616554951464,76,76,600.201527809078
"6853","11ETV0443V",494.785920158018,553.576810271155,160,160,524.181365214586
"6854","11ETV0479J",533.333319001312,579.552237695038,67,67,556.442778348175
"6855","11ETV0541W",493.438386918399,507.128241544781,109,109,500.28331423159
"6856","11ETV0596Z",464.280408639775,477.84281926672,117,117,471.061613953248
"6857","11ETV0638H",444.373788372456,489.970529657648,97,97,467.172159015052
"6858","11ETV0691C",500.564551449445,599.323950723885,52,52,549.944251086665
"6859","11ETV0821F",450.996977982955,524.910582145922,71,71,487.953780064439
"6860","11ETV0822E",506.779193137592,542.572147243625,40,40,524.675670190608
"6861","11ETV0823D",448.348353952601,586.681880441073,59,59,517.515117196837
"6862","11ETV0912X",455.656855604384,543.253435233233,106,106,499.455145418808
"6863","11ETV0939D",447.771704841997,469.649575375638,84,84,458.710640108818
"6864","11ETV0968Z",600.775743823669,651.71771476119,55,55,626.24672929243
"6865","11ETV0969Y",531.795251261393,646.373206888835,70,70,589.084229075114
"6866","11ETV0989L",497.864378426962,595.109893513186,67,67,546.487135970074
"6867","11ETV0990A",485.269495672929,527.287302278217,59,59,506.278398975573
"6868","11ETV1007A",531.246380457802,594.203631779504,54,54,562.725006118653
"6869","11PES0197B",511.424576015573,570.13936325154,47,47,540.781969633557
"6870","11ETV0150H",439.271716717322,468.036488069851,113,113,453.654102393587
"6871","11ETV0152F",424.304107324121,460.948739026737,236,236,442.626423175429
"6872","11ETV0155C",420.496522346976,462.807952160775,338,338,441.652237253876
"6873","11ETV0230T",463.432286117831,497.464548785843,170,170,480.448417451837
"6874","11ETV0234P",411.82561494579,455.362039689878,95,95,433.593827317834
"6875","11ETV0424G",419.453455906823,472.323208269997,119,119,445.88833208841
"6876","11ETV0522H",493.30530741616,550.405073234543,370,370,521.855190325351
"6877","11ETV0597Y",417.718369014471,493.902906210513,104,104,455.810637612492
"6878","11ETV0640W",452.537789190383,490.410647583008,21,21,471.474218386695
"6879","11ETV0643T",434.523721383413,516.919775187174,82,82,475.721748285293
"6880","11ETV0746P",443.862631983043,456.146068470325,54,54,450.004350226684
"6881","11ETV0826A",434.955345865148,493.163583650451,67,67,464.0594647578
"6882","11ETV0827Z",406.552521667481,436.812444559733,70,70,421.682483113607
"6883","11ETV0993Y",446.698121633093,466.263838411219,54,54,456.480980022156
"6884","11ETV0995W",371.251162073485,400.385061777343,64,64,385.818111925414
"6885","11ETV1033Z",447.634971661394,506.637198803472,62,62,477.136085232433
"6886","11ETV1063T",451.679059661062,468.039707993625,71,71,459.859383827343
"6887","11ETV0149S",438.742595006549,564.020977444119,44,44,501.381786225334
"6888","11ETV0153E",447.926053518215,469.628572950965,73,73,458.77731323459
"6889","11ETV0232R",476.595531702859,521.47276554579,180,180,499.034148624325
"6890","11ETV0279L",449.928241862948,490.496228729732,61,61,470.21223529634
"6891","11ETV0459W",556.401970858084,588.364667742354,53,53,572.383319300219
"6892","11ETV0461K",493.672832974521,511.706581035575,78,78,502.689707005048
"6893","11ETV0480Z",458.022379220701,492.909432504691,50,50,475.465905862696
"6894","11ETV0502U",495.974993965965,516.565719671526,95,95,506.270356818746
"6895","11ETV0598X",486.814997577022,529.454635391464,69,69,508.134816484243
"6896","11ETV0600V",423.779896727527,465.814596009456,110,110,444.797246368492
"6897","11ETV0601U",491.667855711157,530.321489358781,61,61,510.994672534969
"6898","11ETV0641V",483.729924653706,505.211971323114,54,54,494.47094798841
"6899","11ETV0745Q",424.916323626483,431.40427053946,33,33,428.160297082972
"6900","11ETV0824C",512.880960630102,638.257134205564,44,44,575.569047417833
"6901","11ETV0825B",467.592123160435,517.011116210672,53,53,492.301619685553
"6902","11ETV0930M",491.691842611059,478.885652398751,67,67,485.288747504905
"6903","11ETV1099H",462.386846972269,488.961440038933,28,28,475.674143505601
"6904","11ETV0151G",495.095340697273,534.382145109631,191,191,514.738742903452
"6905","11ETV0154D",478.546417637064,519.981338516389,57,57,499.263878076726
"6906","11ETV0233Q",457.94622531467,485.413217756483,29,29,471.679721535577
"6907","11ETV0280A",536.983291919415,638.042831479586,39,39,587.5130616995
"6908","11ETV0423H",458.059696056225,473.608459190086,46,46,465.834077623156
"6909","11ETV0429B",436.607499274966,451.493771009055,162,162,444.05063514201
"6910","11ETV0599W",465.048757631054,520.702536556122,50,50,492.875647093588
"6911","11ETV0642U",456.517114318167,524.033437776598,103,103,490.275276047382
"6912","11ETV0747O",511.309107775566,531.665238548344,82,82,521.487173161955
"6913","11ETV0748N",444.77773280068,514.455834218182,86,86,479.616783509431
"6914","11ETV0994X",451.463433827615,457.425994476715,54,54,454.444714152165
"6915","11ETV1008Z",474.988533947515,537.527053234624,39,39,506.257793591069
"6916","11ETV1029M",459.495765137776,462.654902866908,35,35,461.075334002342
"6917","11ETV1030B",421.202955701452,438.210348444605,51,51,429.706652073029
"6918","11ETV1056J",448.672356741769,485.944695172991,57,57,467.30852595738
"6919","11ETV1057I",493.64982955783,523.852400820863,56,56,508.751115189346
"6920","11ETV1058H",377.493047805059,484.706604972718,41,41,431.099826388889
"6921","11ETV1064S",435.862367029435,457.049721416245,50,50,446.45604422284
"6922","11DST0018N",452.769661417016,475.122178405562,365,365,463.945919911289
"6923","11DES0014Z",511.145973617347,527.567215478574,1212,1212,519.356594547961
"6924","11DES0110B",499.389890780373,494.391424137297,124,124,496.890657458835
"6925","11EES0152Z",441.430641776974,472.250390354303,99,99,456.840516065639
"6926","11ETV0558W",554.970342495654,604.589761778056,55,55,579.780052136855
"6927","11ETV0627B",508.079015374066,585.43843905471,46,46,546.758727214388
"6928","11ETV0810Z",468.363687472873,505.486053466797,35,35,486.924870469835
"6929","11ETV0811Z",445.659069824219,534.177693430583,21,21,489.918381627401
"6930","11ETV0883S",456.004461161296,579.182592264811,11,11,517.593526713054
"6931","11ETV0920F",542.224382955561,575.998232039194,42,42,559.111307497378
"6932","11ETV1045D",476.058763133737,541.384993465829,43,43,508.721878299783
"6933","11ETV1062U",449.548915608724,471.154497273763,25,25,460.351706441243
"6934","11ETV1072A",420.456110636393,444.725162082248,24,24,432.590636359321
"6935","11ETV1073Z",400.246573766073,426.189956665039,16,16,413.218265215556
"6936","11EES0023F",490.407804883525,495.413928644925,523,523,492.910866764225
"6937","11ETV0260N",500.667222185982,563.666890260354,138,138,532.167056223168
"6938","11ETV0387T",482.927409410777,526.387137666139,156,156,504.657273538458
"6939","11ETV0388S",500.281974632848,514.8099171488,84,84,507.545945890824
"6940","11ETV0389R",429.17735435536,433.215730544969,66,66,431.196542450165
"6941","11ETV0430R",496.953373481324,573.056255201715,145,145,535.004814341519
"6942","11ETV0628A",490.767810510706,562.779649070457,51,51,526.773729790581
"6943","11ETV0629Z",489.416435579598,518.469859658977,74,74,503.943147619288
"6944","11ETV0630P",477.55771752413,582.182831117337,49,49,529.870274320733
"6945","11ETV0631O",463.081708915361,506.897989310339,126,126,484.98984911285
"6946","11ETV0632N",452.794802927885,510.764639395933,136,136,481.779721161909
"6947","11ETV0812Y",483.900236674124,529.692822769718,85,85,506.796529721921
"6948","11ETV0814W",490.488732037651,534.926942897665,64,64,512.707837467658
"6949","11ETV0950Z",487.213537232489,515.815552683773,35,35,501.514544958131
"6950","11EES0036J",477.320936076855,502.164333314007,974,974,489.742634695431
"6951","11PES0117Z",540.792587619358,598.455746346933,28,28,569.624166983145
"6952","11PES0321K",566.826630732998,590.93235084088,99,99,578.879490786939
"6953","11PES0439I",139.141148885091,146.197471618652,8,8,142.669310251872
"6954","11ETV0160O",498.841482450337,581.046859495274,282,282,539.944170972806
"6955","11ETV0161N",495.231075666314,519.878011313948,186,186,507.554543490131
"6956","11ETV0162M",481.378618512835,547.646742466518,105,105,514.512680489677
"6957","11ETV0163L",478.82480641474,515.705032197612,259,259,497.264919306176
"6958","11ETV0164K",489.423231384356,527.957369511086,138,138,508.690300447721
