"","cct","cal_new1","N1","cal_new2","N2","cal_new3","N3","PromedioSecundaria","NTotal"
"85510","24ETV0629D",459.526451804421,22,0,20,0,22,153.175483934807,64
"85511","24ETV0649R",482.790062399471,17,0,17,0,10,160.930020799824,44
"85512","24ETV0864H",450.626495361328,4,0,2,0,4,150.208831787109,10
"85513","24ETV0634P",449.503164950284,55,0,42,0,37,149.834388316761,134
"85514","24ETV0862J",467.51389058431,6,0,7,0,3,155.837963528103,16
"85515","24ETV1130E",443.618420410156,10,0,5,0,2,147.872806803385,17
"85516","24ETV1255M",491.290073939732,7,0,8,0,7,163.763357979911,22
"85517","24ETV0689S",514.282070583767,9,0,8,0,11,171.427356861256,28
"85518","24ETV0635O",521.693896258319,27,0,19,0,31,173.89796541944,77
"85519","24ETV0723I",557.236710981889,11,0,11,0,20,185.745570327296,42
"85520","24ETV0863I",487.329307556152,4,0,11,0,6,162.443102518717,21
"85521","24DES0076P",525.815009267707,76,0,75,0,80,175.271669755902,231
"85522","24DST0058S",484.779052734375,64,0,47,0,52,161.593017578125,163
"85523","24ETV1305D",682.011469523112,12,0,14,0,9,227.337156507704,35
"85524","24ETV1369O",695.951873779297,8,0,6,0,4,231.983957926432,18
"85525","24ETV0758Y",479.773890904018,21,0,14,0,20,159.924630301339,55
"85526","24ETV0473T",627.650134277344,15,0,12,0,17,209.216711425781,44
"85527","24ETV1231C",469.347609576057,17,0,16,0,14,156.449203192019,47
"85528","24ETV0944T",514.332034301758,40,0,32,0,44,171.444011433919,116
"85529","24ETV0756Z",462.330809275309,24,0,23,0,37,154.110269758436,84
"85530","24DST0007L",523.120093337628,119,0,97,0,128,174.373364445876,344
"85531","24ETV0505V",546.867973327637,12,0,17,0,18,182.289324442546,47
"85532","24ETV0507T",550.924133300781,8,0,6,0,10,183.641377766927,24
"85533","24ETV0777M",468.864609290814,58,0,31,0,32,156.288203096938,121
"85534","24ETV1310P",515.080368041992,10,0,5,0,10,171.693456013997,25
"85535","24ETV1263V",625.601107083834,13,0,10,0,15,208.533702361278,38
"85536","24ETV1077Z",470.552822536892,36,0,40,0,27,156.850940845631,103
"85537","24ETV0506U",639.520074208578,48,0,38,0,53,213.173358069526,139
"85538","24ETV0918V",683.700482536765,17,0,23,0,20,227.900160845588,60
"85539","24ETV0504W",599.048783735795,11,0,11,0,13,199.682927911932,35
"85540","24DES0016A",452.410771031533,62,0,74,0,86,150.803590343844,222
"85541","24PES0198E",549.97467956543,10,0,12,0,7,183.324893188477,29
"85542","24DST0080U",458.99139825229,58,0,54,0,64,152.997132750763,176
"85543","24DST0039D",488.986897786458,45,0,59,0,37,162.995632595486,141
"85544","24ETV0050M",473.028301239014,8,0,8,0,9,157.676100413005,25
"85545","24ETV0699Z",458.464425140957,53,0,38,0,37,152.821475046986,128
"85546","24ETV1329N",496.74267578125,15,0,13,0,12,165.580891927083,40
"85547","24ETV1135Z",548.383961995443,6,0,9,0,2,182.794653998481,17
"85548","24ETV0044B",515.322226784446,11,0,14,0,14,171.774075594815,39
"85549","24ETV1450P",494.63159942627,4,0,3,0,6,164.877199808757,13
"85550","24ETV0890F",465.281555175781,11,0,10,0,7,155.09385172526,28
"85551","24ETV0986S",449.434791564941,4,0,3,0,7,149.811597188314,14
"85552","24ETV0051L",585.316950480143,12,0,10,0,11,195.105650160048,33
"85553","24ETV0987R",573.019382476807,8,0,9,0,8,191.006460825602,25
"85554","24ETV0922H",474.091222127279,6,0,2,0,8,158.03040737576,16
"85555","24ETV0054I",494.045954777644,13,0,4,0,10,164.681984925881,27
"85556","24ETV0872Q",480.778301420666,21,0,14,0,12,160.259433806889,47
"85557","24ETV0047Z",498.262073658131,27,0,29,0,26,166.087357886044,82
"85558","24ETV1165U",509.452716064453,20,0,11,0,9,169.817572021484,40
"85559","24ETV0779K",460.482516479492,10,0,9,0,7,153.494172159831,26
"85560","24ETV1166T",435.143798828125,6,0,11,0,8,145.047932942708,25
"85561","24ETV1202H",440.131660461426,4,0,7,0,4,146.710553487142,15
"85562","24ETV0778L",512.118988037109,5,0,6,0,5,170.706329345703,16
"85563","24ETV0045A",452.551417032878,12,0,10,0,9,150.850472344293,31
"85564","24ETV0046Z",485.266046860639,17,0,16,0,16,161.755348953546,49
"85565","24ETV0048Y",425.323287963867,24,0,17,0,8,141.774429321289,49
"85566","24ETV0049X",509.866090194039,23,0,21,0,27,169.955363398013,71
"85567","24ETV0923G",456.563195122613,18,0,15,0,16,152.187731707538,49
"85568","24DST0089L",519.451185657132,31,0,38,0,32,173.150395219044,101
"85569","24DST0019Q",530.446005597211,149,0,148,0,147,176.81533519907,444
"85570","24ETV1229O",437.475041707357,18,0,21,0,18,145.825013902452,57
"85571","24ETV0835M",506.793599446615,12,0,13,0,19,168.931199815538,44
"85572","24ETV0001D",477.365683419364,7,0,17,0,22,159.121894473121,46
"85573","24ETV1333Z",508.381292724609,5,0,6,0,7,169.460430908203,18
"85574","24ETV1079Y",429.454678239494,29,0,20,0,20,143.151559413165,69
"85575","24ETV1230D",554.086138916016,10,0,11,0,7,184.695379638672,28
"85576","24ETV0002C",463.0595703125,17,0,13,0,17,154.353190104167,47
"85577","24ETV1334Z",445.303793334961,20,0,13,0,17,148.43459777832,50
"85578","24DES0087V",467.211989673216,67,0,48,0,60,155.737329891072,175
"85579","24DES0013D",506.857945866055,288,0,253,0,219,168.952648622018,760
"85580","24DES0090I",483.925750732422,61,0,35,0,44,161.308583577474,140
"85581","24DES0103W",463.508043443834,37,0,30,0,28,154.502681147945,95
"85582","24DST0068Z",500.109449114118,35,0,32,0,29,166.703149704706,96
"85583","24DST0088M",461.169656192555,68,0,75,0,53,153.723218730852,196
"85584","24ETV1064W",456.801902770996,4,0,5,0,7,152.267300923665,16
"85585","24ETV1292Q",511.018485514323,15,0,14,0,11,170.339495171441,40
"85586","24ETV1264U",503.562852223714,24,0,28,0,33,167.854284074571,85
"85587","24ETV0498B",502.256487332858,26,0,32,0,24,167.418829110953,82
"85588","24ETV0499A",416.508874511719,10,0,9,0,10,138.836291503906,29
"85589","24ETV1373A",454.233220418294,18,0,12,0,17,151.411073472765,47
"85590","24ETV0501Z",422.216262817383,4,0,4,0,3,140.738754272461,11
"85591","24ETV0687U",455.925954182943,6,0,13,0,9,151.975318060981,28
"85592","24ETV0493G",530.626525878906,14,0,13,0,14,176.875508626302,41
"85593","24ETV1249B",466.070156097412,8,0,11,0,21,155.356718699137,40
"85594","24ETV0495E",454.917378016881,14,0,10,0,20,151.639126005627,44
"85595","24ETV0924F",492.005039760045,14,0,14,0,14,164.001679920015,42
"85596","24ETV0494F",488.823822021484,1,0,3,0,3,162.941274007161,7
"85597","24ETV0497C",529.500843394886,22,0,24,0,19,176.500281131629,65
"85598","24ETV1290S",560.636939553654,17,0,18,0,14,186.878979851218,49
"85599","24ETV0496D",493.079925537109,5,0,4,0,5,164.359975179036,14
"85600","24ETV0502Y",547.936248779297,7,0,12,0,6,182.645416259766,25
"85601","24ETV1291R",511.023198445638,6,0,6,0,7,170.341066148546,19
"85602","24DES0023K",640.387843035269,138,0,157,0,155,213.46261434509,450
"85603","24ETV1256L",486.931200299944,14,0,7,0,9,162.310400099981,30
"85604","24ETV0510G",587.701751708984,27,0,52,0,42,195.900583902995,121
"85605","24ETV0511F",492.58118057251,24,0,18,0,18,164.193726857503,60
"85606","24ETV0513D",400.609612601144,14,0,18,0,18,133.536537533715,50
"85607","24ETV0514C",481.284207298642,21,0,13,0,12,160.428069099547,46
"85608","24ETV1317I",479.504054142879,13,0,17,0,18,159.834684714293,48
"85609","24ETV1183J",624.994287109375,5,0,6,0,11,208.331429036458,22
"85610","24ETV0512E",493.084060668945,4,0,3,0,5,164.361353556315,12
"85611","24ETV0515B",624.082143147786,18,0,15,0,20,208.027381049262,53
"85612","24ETV0509R",399.857074991862,30,0,24,0,21,133.285691663954,75
"85613","24ETV0516A",555.066813151042,18,0,11,0,23,185.022271050347,52
"85614","24ETV1063X",444.068066188267,28,0,22,0,27,148.022688729422,77
"85615","24DES0094E",488.915160002532,108,0,128,0,120,162.971720000844,356
"85616","24DST0020F",504.002518378364,90,0,64,0,61,168.000839459455,215
"85617","24ETV1059K",477.101986533717,19,0,15,0,13,159.033995511239,47
"85618","24ETV0472U",440.496363784328,33,0,16,0,20,146.832121261443,69
"85619","24ETV0788S",558.998030598958,15,0,18,0,17,186.332676866319,50
"85620","24ETV0792E",563.176611328125,15,0,20,0,22,187.725537109375,57
"85621","24ETV1335Y",659.943221028646,15,0,13,0,12,219.981073676215,40
"85622","24ETV0469G",464.096654256185,30,0,21,0,37,154.698884752062,88
"85623","24ETV1193Q",394.456859043666,14,0,15,0,16,131.485619681222,45
"85624","24ETV0466J",429.486497667101,9,0,8,0,8,143.162165889034,25
"85625","24ETV0791F",470.557053629557,15,0,32,0,22,156.852351209852,69
"85626","24ETV1061Z",449.230575561523,16,0,8,0,7,149.743525187174,31
"85627","24ETV1304E",480.614492797852,20,0,23,0,18,160.204830932617,61
"85628","24ETV1316J",439.950626148897,17,0,17,0,10,146.650208716299,44
"85629","24ETV1432Z",535.366188742898,11,0,8,0,8,178.455396247633,27
"85630","24ETV0468H",451.496701327237,11,0,13,0,25,150.498900442412,49
"85631","24ETV0470W",465.687757409137,23,0,32,0,25,155.229252469712,80
"85632","24ETV0787T",468.031783160041,17,0,39,0,18,156.01059438668,74
"85633","24ETV0471V",552.054929460798,14,0,13,0,11,184.018309820266,38
"85634","24ETV0465K",483.706108940972,9,0,10,0,16,161.235369646991,35
"85636","24DST0004O",562.623082658886,226,0,262,0,235,187.541027552962,723
"85637","24ETV1374Z",542.431066894531,5,0,5,0,3,180.81035563151,13
"85638","24ETV0398C",437.894602457682,3,0,4,0,7,145.964867485894,14
"85639","24ETV1289C",543.974911159939,9,0,8,0,8,181.324970386646,25
"85640","24ETV0488V",505.539510726929,16,0,18,0,26,168.51317024231,60
"85641","24ETV0489U",530.328231811523,10,0,9,0,14,176.776077270508,33
"85642","24ETV0793D",558.661852155413,7,0,5,0,4,186.220617385138,16
"85643","24ETV1309Z",471.780000232515,21,0,33,0,36,157.260000077505,90
"85644","24ETV1339U",508.675605773926,4,0,4,0,2,169.558535257975,10
"85645","24ETV1422T",490.124224853516,5,0,5,0,5,163.374741617839,15
"85646","24ETV0850E",525.811384412977,9,0,11,0,11,175.270461470992,31
"85647","24ETV0191L",503.784960660067,22,0,25,0,20,167.928320220022,67
"85648","24ETV1362V",474.472717285156,8,0,6,0,3,158.157572428385,17
"85649","24ETV1377X",468.323043823242,8,0,4,0,3,156.107681274414,15
"85650","24ETV0192K",497.396381378174,16,0,12,0,18,165.798793792725,46
"85651","24ETV1113O",473.699426269531,5,0,6,0,7,157.89980875651,18
"85652","24ETV0189X",458.576811356978,22,0,20,0,19,152.858937118993,61
"85653","24ETV0851D",462.367655436198,6,0,4,0,5,154.122551812066,15
"85654","24ETV1114N",484.073909214565,14,0,19,0,18,161.357969738188,51
"85655","24ETV0190M",530.992095947266,3,0,3,0,4,176.997365315755,10
"85656","24DES0004W",519.956830134157,122,0,113,0,125,173.318943378052,360
"85657","24DES0104V",545.021544692096,85,0,74,0,82,181.673848230699,241
"85658","24EES0066H",433.883356894216,31,0,29,0,30,144.627785631405,90
"85659","24PES0211I",584.996295166016,5,0,0,0,0,194.998765055339,5
"85660","24ETV0703V",497.179120744978,49,0,47,0,53,165.726373581659,149
"85661","24ETV0188Y",480.538726806641,4,0,6,0,2,160.179575602214,12
"85662","24ETV0183C",504.396782769097,9,0,5,0,13,168.132260923032,27
"85663","24ETV0187Z",524.895288085938,5,0,4,0,2,174.965096028646,11
"85664","24ETV0186Z",508.871673583984,10,0,20,0,18,169.623891194661,48
"85665","24ETV0856Z",505.975608825684,4,0,6,0,7,168.658536275228,17
"85666","24ETV0185A",420.75297328404,7,0,7,0,3,140.25099109468,17
"85667","24ETV0184B",511.123011271159,6,0,4,0,6,170.374337090386,16
"85668","24ETV1112P",449.426818847656,1,0,1,0,3,149.808939615885,5
"85669","24DES0008S",491.862843253396,176,0,179,0,168,163.954281084465,523
"85670","24DST0065B",478.955933152584,57,0,48,0,44,159.651977717528,149
"85671","24ETV0626G",499.705596923828,4,0,7,0,9,166.568532307943,20
"85672","24ETV0652E",484.904852294922,15,0,8,0,17,161.634950764974,40
"85673","24ETV0625H",423.158172607422,3,0,6,0,8,141.052724202474,17
"85674","24ETV0628E",460.683073425293,20,0,17,0,20,153.561024475098,57
"85675","24ETV0651F",565.438229031033,27,0,21,0,26,188.479409677011,74
"85676","24ETV0630T",589.934911092122,24,0,24,0,7,196.644970364041,55
"85677","24ETV0642Y",583.229583740234,6,0,15,0,5,194.409861246745,26
"85678","24ETV0722J",486.189810616629,7,0,6,0,11,162.063270205543,24
"85679","24ETV0648S",476.620134989421,12,0,11,0,19,158.873378329807,42
"85680","24ETV1384G",488.640258789062,3,0,1,0,3,162.880086263021,7
"85681","24ETV0632R",474.491147554838,13,0,16,0,8,158.163715851613,37
"85682","24ETV0981X",504.449554443359,2,0,6,0,6,168.14985148112,14
"85683","24ETV0937J",516.556139628092,12,0,13,0,12,172.185379876031,37
"85684","24ETV1132C",485.708618164062,4,0,7,0,4,161.902872721354,15
"85685","24ETV0637M",470.61172921317,7,0,7,0,7,156.87057640439,21
"85686","24ETV0633Q",511.983825683594,4,0,4,0,2,170.661275227865,10
"85687","24ETV1298K",470.88082416241,13,0,7,0,11,156.960274720803,31
"85688","24ETV1390R",619.518055308949,11,0,11,0,9,206.506018436316,31
"85689","24ETV0639K",444.278484344482,8,0,7,0,5,148.092828114827,20
"85690","24ETV1181L",458.417794363839,7,0,4,0,3,152.805931454613,14
"85691","24ETV0982W",530.727606201172,5,0,6,0,9,176.909202067057,20
"85692","24ETV0646U",534.071951729911,7,0,7,0,6,178.02398390997,20
"85693","24ETV1344F",457.041161431207,9,0,6,0,6,152.347053810402,21
"85694","24ETV0627F",603.000406901042,3,0,4,0,10,201.000135633681,17
"85695","24ETV0865G",495.717370605469,5,0,6,0,4,165.239123535156,15
"85696","24ETV0638L",455.106563023158,7,0,4,0,7,151.702187674386,18
"85697","24ETV0641Z",463.320202636719,5,0,10,0,10,154.440067545573,25
"85698","24ETV0640Z",485.728645324707,4,0,8,0,5,161.909548441569,17
"85699","24ETV0645V",564.497456141881,14,0,14,0,7,188.16581871396,35
"85700","24ETV0643X",475.674062875601,13,0,12,0,15,158.558020958534,40
"85701","24ETV1182K",408.323842366536,9,0,6,0,5,136.107947455512,20
"85702","24ETV0631S",420.434078640408,18,0,16,0,23,140.144692880136,57
"85703","24ETV0644W",503.463466737329,41,0,33,0,28,167.82115557911,102
"85704","24EES0076O",496.371688842773,32,0,28,0,0,165.457229614258,60
"85705","24PES0214F",587.651391601563,5,0,10,0,5,195.883797200521,20
"85706","24DST0002Q",509.389036827481,194,0,194,0,173,169.79634560916,561
"85707","24DST0042R",504.260962626656,197,0,157,0,147,168.086987542219,501
"85708","24ETV0227J",467.529975043403,9,0,12,0,9,155.843325014468,30
"85709","24ETV1453M",457.606935628255,30,0,30,0,59,152.535645209418,119
"85710","24ETV0231W",528.706227229192,26,0,24,0,24,176.235409076397,74
"85711","24ETV1170F",422.219250488281,5,0,12,0,17,140.73975016276,34
"85712","24ETV0222O",442.719424040421,23,0,23,0,18,147.573141346807,64
"85713","24ETV0234T",541.294540405273,2,0,2,0,3,180.431513468424,7
"85714","24ETV0235S",466.965469360352,4,0,7,0,3,155.655156453451,14
"85715","24ETV0232V",434.251270294189,8,0,4,0,7,144.750423431396,19
"85716","24ETV0229H",469.037164861506,11,0,13,0,11,156.345721620502,35
"85717","24ETV0236R",459.299698539402,23,0,29,0,28,153.099899513134,80
"85718","24ETV0230X",467.514821370443,3,0,5,0,6,155.838273790148,14
"85719","24ETV0228I",521.243824005127,8,0,12,0,8,173.747941335042,28
"85720","24ETV0225L",560.990949358259,7,0,6,0,7,186.99698311942,20
"85721","24ETV0233U",534.740219116211,2,0,2,0,3,178.246739705404,7
"85723","24ETV0226K",406.171264648438,2,0,1,0,1,135.390421549479,4
"85724","24ETV0219A",492.740039360232,41,0,30,0,32,164.246679786744,103
"85725","24ETV1199K",463.86904296875,5,0,5,0,5,154.623014322917,15
"85726","24ETV0221P",405.97114054362,3,0,7,0,4,135.32371351454,14
"85727","24ETV0905R",465.064570835658,7,0,6,0,9,155.021523611886,22
"85728","24DES0024J",505.158531637753,17,0,15,0,15,168.386177212584,47
"85729","24ETV0174V",633.197543674045,9,0,7,0,3,211.065847891348,19
"85730","24ETV1102I",544.467451307509,9,0,3,0,1,181.489150435836,13
"85731","24ETV0180F",538.185753958566,14,0,13,0,13,179.395251319522,40
"85732","24ETV0177S",437.264639718192,7,0,7,0,12,145.754879906064,26
"85733","24ETV1168R",496.211669921875,2,0,5,0,4,165.403889973958,11
"85734","24ETV0181E",499.18896484375,3,0,1,0,7,166.396321614583,11
"85735","24ETV0176T",525.495105743408,8,0,9,0,5,175.165035247803,22
"85736","24ETV0179Q",517.889957972935,7,0,4,0,7,172.629985990978,18
"85737","24ETV0175U",508.821740722656,15,0,15,0,19,169.607246907552,49
"85738","24ETV0178R",537.31158320109,24,0,19,0,14,179.10386106703,57
"85739","24DST0010Z",492.947583685981,90,0,112,0,121,164.31586122866,323
"85740","24ETV0140E",592.791076660156,4,0,8,0,8,197.597025553385,20
"85741","24ETV0151K",526.114018758138,6,0,6,0,7,175.371339586046,19
"85742","24ETV0146Z",505.991394042969,7,0,9,0,12,168.663798014323,28
"85743","24ETV0143B",456.725836859809,9,0,5,0,10,152.241945619936,24
"85744","24ETV0147Y",519.114566040039,10,0,9,0,7,173.038188680013,26
"85745","24ETV0984U",512.155807495117,2,0,4,0,2,170.718602498372,8
"85746","24ETV1322U",452.259286063058,7,0,13,0,5,150.753095354353,25
"85747","24ETV0144A",487.436553955078,1,0,1,0,3,162.478851318359,5
"85748","24ETV0145Z",473.56031036377,4,0,2,0,1,157.853436787923,7
"85749","24ETV0152J",645.936418805804,7,0,6,0,5,215.312139601935,18
"85750","24ETV0883W",512.693165498621,17,0,14,0,12,170.897721832874,43
"85751","24ETV1136Z",610.358968098958,12,0,14,0,18,203.452989366319,44
"85752","24ETV0141D",492.065879821777,4,0,3,0,0,164.021959940592,7
"85753","24ETV0149W",544.857200622559,12,0,9,0,14,181.619066874186,35
"85754","24ETV0880Z",420.513412475586,2,0,1,0,2,140.171137491862,5
"85755","24ETV0881Y",459.896128336589,3,0,3,0,0,153.29870944553,6
"85756","24ETV1379V",479.976013183594,1,0,4,0,4,159.992004394531,9
"85757","24ETV1177Z",578.274737548828,10,0,5,0,5,192.758245849609,20
"85758","24ETV0142C",564.233480353104,19,0,24,0,13,188.077826784368,56
"85759","24ETV0150L",607.617446899414,2,0,5,0,1,202.539148966471,8
"85760","24ETV0848Q",455.151554107666,24,0,16,0,9,151.717184702555,49
"85761","24DES0002Y",519.320477958699,377,0,368,0,368,173.106825986233,1113
"85762","24DES0035P",518.036149597168,180,0,191,0,201,172.678716532389,572
"85763","24DES0100Z",470.56734343498,62,0,42,0,43,156.855781144993,147
"85764","24EES0063K",587.515578978839,187,0,202,0,189,195.83852632628,578
"85765","24EES0073R",458.28785795324,17,0,13,0,20,152.762619317747,50
"85766","24PES0054I",618.669292570415,95,0,97,0,100,206.223097523472,292
"85767","24PES0241C",411.060897827148,2,0,7,0,0,137.020299275716,9
"85768","24DST0082S",479.97716422703,46,0,26,0,23,159.992388075677,95
"85769","24DST0038E",522.894079589844,30,0,37,0,32,174.298026529948,99
"85770","24DST0081T",498.058233776232,137,0,136,0,131,166.019411258744,404
"85771","24DST0069Y",510.550452190897,23,0,26,0,23,170.183484063632,72
"85772","24ETV0591H",458.471832275391,1,0,3,0,4,152.823944091797,8
"85773","24ETV0978J",499.76177146218,11,0,3,0,7,166.58725715406,21
"85774","24ETV0618Y",426.239552815755,3,0,5,0,3,142.079850938585,11
"85775","24ETV1115M",480.014625549316,4,0,4,0,2,160.004875183105,10
"85776","24ETV0590I",681.305877685547,2,0,5,0,1,227.101959228516,8
"85777","24ETV1449Z",480.926305597479,11,0,6,0,7,160.308768532493,24
"85778","24ETV0611E",594.596995544434,20,0,18,0,16,198.198998514811,54
"85779","24ETV0617Z",469.510737827846,21,0,15,0,14,156.503579275949,50
"85780","24ETV0608R",601.857779762962,11,0,7,0,10,200.619259920987,28
"85781","24ETV0586W",497.998711119307,47,0,46,0,51,165.999570373102,144
"85782","24ETV0623J",457.783172607422,1,0,2,0,1,152.594390869141,4
"85783","24ETV0594E",530.908493041992,2,0,8,0,6,176.969497680664,16
"85784","24ETV0912A",461.707046508789,4,0,4,0,3,153.902348836263,11
"85785","24ETV0596C",453.996065848214,35,0,36,0,33,151.332021949405,104
"85786","24ETV1201I",358.185836791992,2,0,1,0,2,119.395278930664,5
"85787","24ETV0614B",480.936948649089,15,0,8,0,12,160.312316216363,35
"85788","24ETV0589T",462.400261773003,9,0,6,0,6,154.133420591001,21
"85789","24ETV0585X",566.589880371094,5,0,4,0,3,188.863293457031,12
"85790","24ETV0607S",490.339618682861,8,0,13,0,9,163.446539560954,30
"85791","24ETV0615A",543.631822858538,14,0,12,0,9,181.210607619513,35
"85792","24ETV0599Z",420.173182896205,14,0,12,0,11,140.057727632068,37
"85793","24ETV0597B",479.888591565584,19,0,22,0,21,159.962863855195,62
"85794","24ETV1308A",450.921031951904,8,0,3,0,8,150.307010650635,19
"85795","24ETV0686V",574.706410725911,3,0,1,0,7,191.568803575304,11
"85796","24ETV0606T",449.05370367141,21,0,16,0,15,149.68456789047,52
"85797","24ETV0621L",567.217032877604,15,0,14,0,10,189.072344292535,39
"85798","24ETV1401G",395.667839050293,8,0,9,0,8,131.889279683431,25
"85799","24ETV0913Z",483.426640828451,6,0,10,0,12,161.142213609483,28
"85800","24ETV1323T",583.09775797526,3,0,7,0,9,194.365919325087,19
"85801","24ETV1261X",494.205441561612,11,0,13,0,15,164.735147187204,39
"85802","24ETV0600Z",570.327693939209,8,0,7,0,6,190.10923131307,21
"85803","24ETV0609Q",468.546304141774,17,0,19,0,16,156.182101380591,52
"85804","24ETV1123V",598.306884765625,1,0,3,0,2,199.435628255208,6
"85805","24ETV0709P",465.489346822103,12,0,13,0,18,155.163115607368,43
"85806","24ETV0605U",520.574279785156,4,0,5,0,11,173.524759928385,20
"85807","24ETV0616Z",539.475939941406,5,0,4,0,5,179.825313313802,14
"85808","24ETV0980Y",480.128011067708,15,0,7,0,6,160.042670355903,28
"85809","24ETV0598A",463.448326559628,17,0,11,0,15,154.482775519876,43
"85810","24ETV0622K",507.777575492859,32,0,18,0,33,169.259191830953,83
"85811","24ETV0592G",483.068311903212,9,0,15,0,8,161.022770634404,32
"85812","24ETV0840Y",479.550999738168,69,0,74,0,42,159.850333246056,185
"85813","24ETV0915Y",612.585388183594,1,0,2,0,0,204.195129394531,3
"85814","24ETV0583Z",456.842098781041,28,0,25,0,20,152.28069959368,73
"85815","24ETV0914Z",446.060016832854,19,0,17,0,11,148.686672277618,47
"85816","24ETV0601Y",518.92377726237,15,0,13,0,6,172.97459242079,34
"85817","24ETV0602X",488.846340179443,24,0,21,0,21,162.948780059814,66
"85818","24ETV1307B",501.492029825846,6,0,2,0,3,167.164009941949,11
"85819","24ETV0619X",501.984710693359,10,0,7,0,11,167.328236897786,28
"85820","24ETV0620M",493.627117156982,16,0,19,0,10,164.542372385661,45
"85821","24ETV0603W",532.162438286675,9,0,11,0,9,177.387479428892,29
"85822","24ETV0610F",533.042173113142,14,0,6,0,7,177.680724371047,27
"85823","24ETV1200J",449.664672851562,9,0,14,0,11,149.888224283854,34
"85824","24ETV1441H",451.663431803385,3,0,4,0,6,150.554477267795,13
"85825","24ETV0752D",474.358593168713,21,0,21,0,14,158.119531056238,56
"85826","24ETV0604V",497.462200164795,8,0,6,0,7,165.820733388265,21
"85827","24ETV0587V",448.039154052734,3,0,4,0,5,149.346384684245,12
"85828","24PES0055H",584.785400390625,1,0,9,0,5,194.928466796875,15
"85829","24DST0017S",464.984230660103,74,0,76,0,67,154.994743553368,217
"85830","24ETV0162Q",379.263046264648,2,0,4,0,3,126.421015421549,9
"85831","24ETV0164O",601.353259277344,5,0,9,0,6,200.451086425781,20
"85832","24ETV1325R",467.788330078125,4,0,6,0,5,155.929443359375,15
"85833","24ETV0168K",551.713168057528,11,0,7,0,12,183.904389352509,30
"85834","24ETV0166M",587.727323091947,13,0,13,0,14,195.909107697316,40
"85835","24ETV0941W",519.427480801669,55,0,33,0,43,173.142493600556,131
"85836","24ETV0136S",517.696508789062,5,0,4,0,3,172.565502929687,12
"85837","24ETV0139P",577.857326507568,8,0,6,0,3,192.619108835856,17
"85838","24ETV1169Q",527.553863525391,2,0,5,0,3,175.851287841797,10
"85839","24ETV1363U",486.569194793701,8,0,3,0,4,162.1897315979,15
"85840","24ETV1312N",450.560743331909,16,0,12,0,11,150.18691444397,39
"85841","24ETV0138Q",549.692589653863,9,0,15,0,10,183.230863217954,34
"85842","24ETV1428N",401.592112223307,6,0,8,0,4,133.864037407769,18
"85843","24ETV1443F",398.174011230469,6,0,8,0,3,132.724670410156,17
"85844","24ETV1442G",439.647369384766,6,0,3,0,4,146.549123128255,13
"85845","24ETV1430B",446.27254570855,18,0,9,0,10,148.757515236183,37
"85846","24ETV1109B",407.424302842882,18,0,20,0,15,135.808100947627,53
"85847","24ETV1327P",460.841299057007,16,0,12,0,8,153.613766352336,36
"85849","24ETV0919U",455.830784388951,7,0,5,0,3,151.943594796317,15
"85850","24ETV1370D",432.795361328125,15,0,13,0,9,144.265120442708,37
"85851","24ETV1429M",383.936516898019,14,0,6,0,6,127.978838966006,26
"85852","24ETV1108C",473.167205810547,4,0,2,0,3,157.722401936849,9
"85853","24ETV1110R",477.329467773438,3,0,5,0,1,159.109822591146,9
"85854","24ETV1268Q",461.177267456055,20,0,25,0,23,153.725755818685,68
"85855","24ETV0137R",501.518685234918,18,0,13,0,12,167.172895078306,43
"85856","24ETV0135T",454.668809157151,13,0,11,0,9,151.55626971905,33
"85857","24DST0008K",442.223653884161,42,0,39,0,43,147.407884628054,124
"85858","24ETV0392I",397.004536946615,3,0,2,0,6,132.334845648872,11
"85859","24ETV0395F",427.135093688965,8,0,3,0,7,142.378364562988,18
"85860","24ETV0857Y",467.685228983561,12,0,6,0,8,155.895076327854,26
"85861","24ETV0385Z",564.873571777344,10,0,7,0,6,188.291190592448,23
"85862","24ETV0396E",566.699898856027,7,0,6,0,9,188.899966285342,22
"85863","24ETV0388W",447.65908203125,5,0,6,0,7,149.219694010417,18
"85864","24ETV0387X",415.760986328125,7,0,5,0,2,138.586995442708,14
"85865","24ETV1237X",556.863479614258,4,0,9,0,7,185.621159871419,20
"85866","24ETV0384Z",505.838250732422,10,0,5,0,17,168.612750244141,32
"85867","24ETV0386Y",469.092248535156,5,0,1,0,5,156.364082845052,11
"85868","24ETV0397D",369.133911132812,1,0,4,0,0,123.044637044271,5
"85869","24ETV1451O",411.977900187174,6,0,4,0,8,137.325966729058,18
"85870","24ETV0389V",479.793334960938,3,0,3,0,5,159.931111653646,11
"85871","24ETV0393H",448.29526163737,15,0,20,0,10,149.431753879123,45
"85872","24ETV0394G",505.815124511719,6,0,3,0,6,168.605041503906,15
"85873","24ETV0391J",478.560228620257,7,0,2,0,5,159.520076206752,14
"85874","24ETV1266S",442.6955538663,11,0,9,0,6,147.5651846221,26
"85875","24ETV1096O",555.290176391602,2,0,1,0,6,185.096725463867,9
"85876","24ETV0381C",449.283482869466,6,0,8,0,6,149.761160956489,20
"85877","24DST0005N",481.885893609114,157,0,150,0,172,160.628631203038,479
"85878","24ETV1101J",465.941999435425,80,0,64,0,78,155.313999811808,222
